Symbol,Comms,Swaps,PL,Largest_Win,Avg_Lot,Max_Lot,Unique_Logins,Win_Count,Win_Amt,Loss_Count,Loss_Amt,Trade_Count,Sweep_Count,Hold_Time_60s,Win_Hold,Loss_Hold,Win_Percent,LPFlags,Recommendation_Reason
EURCAD.c,-6.35,-20.09,-175.89,131.68,0.33,1.0,6,2,141.67000000000002,7,-317.56,14,1,142.94,40.28,181.09,22.0,,loss>70%win
XAGUSD.c,-2.55,-0.46,41.55,37.75,0.06,0.15,5,4,59.65,2,-18.1,13,2,63.49,97.28,6.4,67.0,sweep,meets_all
GBPCAD.c,-55.55,0.0,-717.23,22.71,1.85,3.56,3,2,33.3,4,-750.53,12,0,276.02,371.42,57.55,33.0,,loss>70%win
USDCHF.c,-1.25,2.01,-151.81,24.97,0.08,0.4,6,2,32.15,4,-183.96,11,0,482.74,230.1,817.75,33.0,,loss>70%win
NZDCAD.c,-0.85,-3.3000000000000003,-1081.37,0.0,0.45,1.0,4,0,0.0,8,-1081.37,10,3,80.17,0.0,0.0,0.0,sweep,"low_win%,loss>70%win"
EURAUD.c,-5.2,-7.33,290.29,255.98,0.33,0.99,3,5,497.23,2,-206.94,9,1,457.52,514.93,0.0,71.0,,meets_all
GBPNZD.c,-150.8,-0.59,-5603.26,181.58,6.71,10.0,2,1,181.58,4,-5784.84,9,4,304.16,0.0,32.73,20.0,"DoM, sweep",loss>70%win
AUS200.c,-11.05,0.0,-0.64,0.0,0.37,1.0,2,0,0.0,1,-0.64,6,2,4.3,0.0,4.3,0.0,sweep,"low_win%,loss>70%win"
HK50.c,-0.4,0.0,-2.61,12.02,0.02,0.03,2,1,12.02,1,-14.63,6,0,19.9,28.73,11.07,50.0,,loss>70%win
AUDNZD.c,-1.75,-8.11,-54.65,22.88,0.12,0.2,2,1,22.88,2,-77.53,6,2,251.68,0.0,0.0,33.0,sweep,loss>70%win
EURCHF.c,-5.5,0.0,-65.33,0.0,0.37,0.5,2,0,0.0,3,-65.33,6,0,176.36,0.0,6.2,0.0,,"low_win%,loss>70%win"
AUDJPY.c,-31.1,0.0,-471.42,24.92,2.07,6.0,3,1,24.92,2,-496.34,6,0,114.44,0.0,0.0,33.0,,loss>70%win
EURNZD.c,-1.1,0.0,-37.12,0.0,0.08,0.1,2,0,0.0,1,-37.12,4,0,4.65,0.0,4.65,0.0,,"low_win%,loss>70%win"
GBPCHF.c,-0.35,16.53,-280.27,0.94,0.74,2.87,3,1,0.94,1,-281.21,4,0,59.12,59.12,0.0,50.0,,loss>70%win
AUDCAD.c,-0.5,-0.2,1.51,1.51,0.05,0.05,1,1,1.51,0,0.0,3,0,1239.88,0.0,0.0,100.0,,meets_all
AUDCHF.c,-1.0,0.17,-33.54,0.0,0.17,0.2,2,0,0.0,2,-33.54,3,0,176.62,0.0,0.0,0.0,,"low_win%,loss>70%win"
EURGBP.c,-0.5,0.0,9.01,9.01,0.1,0.1,1,1,9.01,0,0.0,2,0,22.23,0.0,0.0,100.0,,low_trades
NZDJPY.c,-0.25,0.0,-3.49,0.0,0.05,0.05,1,0,0.0,1,-3.49,2,0,119.98,0.0,119.98,0.0,,"low_trades,low_win%,loss>70%win"
UK100.c,-0.5,0.0,-3.49,0.0,0.1,0.1,1,0,0.0,1,-3.49,2,0,0.42,0.0,0.42,0.0,,"low_trades,low_win%,loss>70%win"
